price_main,title,rooms,area,floor,building_type,materials,year,district
13596500 грн,"бульв. Українки, 30б",4 кімнати,186.5 / 94.2 / 50 м²,поверх 4 з 23,спец. проект,монолітно-каркасний,2005,Нижній печерськ
24320500 грн,"вул. Саперне Поле, 3",3 кімнати,155 / 100 / 50 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
5515200 грн,"вул. Тютюнника, 37/1",2 кімнати,72.1 / 11 / 36.5 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
2106500 грн,"бульв. Дружби Народів, 25",1 кімната,33 / 18 / 6 м²,поверх 2 з 5,хрущівка,панельні,1959,Нижній печерськ
8809000 грн,"вул. Тютюнника, 37/1",2 кімнати,90 / 30 / 40 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
5745000 грн,"вул. Маккейна, 13/2",3 кімнати,64 / 30 / 9 м²,поверх 4 з 5,сталінка,цегляний будинок,1957,Нижній печерськ
8619032 грн,"вул. Коновальця, 44а",3 кімнати,97 / 55 / 24 м²,поверх 19 з 24,спец. проект,монолітно-каркасний,2013,Нижній печерськ
20299000 грн,"вул. Саперне Поле, 3",3 кімнати,160 / 80 / 40 м²,поверх 3 з 16,спец. проект,монолітно-каркасний,2017,Нижній печерськ
22022500 грн,"вул. Саперне Поле, 3",4 кімнати,129 / 80 / 35 м²,поверх 5 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
12639000 грн,"вул. Коновальця, 32б",4 кімнати,150 / 100 / 20 м²,поверх 13 з 17,спец. проект,монолітно-каркасний,2006,Нижній печерськ
5515200 грн,"вул. Тютюнника, 37/1",2 кімнати,72.1 / 11 / 35 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
4787500 грн,"вул. Саперне Поле, 14/55",1 кімната,51.9 / 15 / 20 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
7583400 грн,"вул. Тютюнника, 37/1",1 кімната,120 / 70 / 35 м²,поверх 24 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
7393815 грн,"вул. Тютюнника, 37/1",3 кімнати,117 / 45 / 40 м²,поверх 24 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
26810000 грн,"вул. Коновальця, 44а",3 кімнати,165 / 135 / 15 м²,поверх 11 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
9000500 грн,"вул. Тютюнника, 53",3 кімнати,72 / 40 / 20 м²,поверх 4 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
22980000 грн,"вул. Тютюнника, 37/1",6 кімнат,260 / 120 / 40 м²,поверх 17 з 18,спец. проект,монолітно-каркасний,2014,Нижній печерськ
11045720 грн,"вул. Тютюнника, 37/1",1 кімната,82 / 55 / 15 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
14554000 грн,"вул. Коновальця, 34а",4 кімнати,117 / 60 / 25 м²,поверх 6 з 24,спец. проект,монолітно-каркасний,2018,Нижній печерськ
4596000 грн,"вул. Тютюнника, 37/1",1 кімната,60.2 / 16 / 38 м²,поверх 17 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
6740800 грн,"вул. Тютюнника, 53",2 кімнати,58 / 23 / 14 м²,поверх 14 з 14,спец. проект,монолітно-каркасний,2015,Нижній печерськ
9345200 грн,"вул. Саперне Поле, 3",2 кімнати,61 / 32 / 25 м²,поверх 5 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
9958000 грн,"вул. Коновальця, 32г",4 кімнати,173 / 81 / 17 м²,поверх 19 з 24,спец. проект,монолітно-каркасний,2005,Нижній печерськ
2681000 грн,"бульв. Українки, 30",2 кімнати,46 / 30 / 7 м²,поверх 3 з 5,сталінка,цегляний будинок,1958,Нижній печерськ
15320000 грн,"вул. Коновальця, 36б",4 кімнати,179 / 120 / 36 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2003,Нижній печерськ
24895000 грн,"вул. Саперне Поле, 5",4 кімнати,197 / 110 / 40 м²,поверх 10 з 11,спец. проект,монолітно-каркасний,2019,Нижній печерськ
15128500 грн,"вул. Коновальця, 44а",3 кімнати,200 / 110 / 40 м²,поверх 15 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
8617500 грн,"вул. Миколи Раєвського, 28",4 кімнати,110.28 / 72.18 / 5 м²,поверх 5 з 5,сталінка,цегляний будинок,1961,Нижній печерськ
14171000 грн,"вул. Тютюнника, 37/1",3 кімнати,130 / 50 / 17 м²,поверх 14 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
4787500 грн,"вул. Саперне Поле, 14/55",1 кімната,51.9 / 16 / 18 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
8809000 грн,"вул. І. Павла ІІ, 6/1",1 кімната,65 / 15 / 17 м²,поверх 16 з 22,спец. проект,монолітно-каркасний,2013,Нижній печерськ
2432012 грн,"Тверський туп., 7",1 кімната,32 / 22 / 8 м²,поверх 1 з 3,гостинка,цегляний будинок,1957,Нижній печерськ
1915000 грн,"бульв. Приймаченко, 2",1 кімната,29 / 16 / 6 м²,поверх 5 з 5,хрущівка,панельні,1960,Нижній печерськ
4940700 грн,"бульв. Дружби Народів, 9",2 кімнати,53.5 / 30.4 / 8.2 м²,поверх 3 з 6,сталінка,цегляний будинок,1958,Нижній печерськ
2278850 грн,"вул. Маккейна, 37а",1 кімната,32.3 / 16 / 6 м²,поверх 2 з 5,хрущівка,цегляний будинок,1960,Нижній печерськ
8809000 грн,"бульв. Українки, 30б",3 кімнати,120 / 68 / 15 м²,поверх 11 з 23,спец. проект,монолітно-каркасний,2005,Нижній печерськ
3129110 грн,"вул. Тютюнника, 47",2 кімнати,47 / 26 / 5 м²,поверх 5 з 6,хрущівка,цегляний будинок,1965,Нижній печерськ
5515200 грн,"вул. Тютюнника, 37/1",1 кімната,72.1 / 26 / 27 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
2795900 грн,"вул. Саперне Поле, 45",3 кімнати,64 / 41 / 7 м²,поверх 7 з 9,чеський проект,панельні,1974,Нижній печерськ
8043000 грн,"вул. Коновальця, 36е",3 кімнати,107 / 40 / 31 м²,поверх 5 з 10,спец. проект,монолітно-каркасний,2015,Нижній печерськ
3140600 грн,"вул. Чеська, 4",1 кімната,39 / 21 / 8 м²,поверх 7 з 9,спец. проект,цегляний будинок,1999,Нижній печерськ
10341000 грн,"вул. Коновальця, 34а",3 кімнати,90 / 40 / 35 м²,поверх 24 з 24,спец. проект,монолітно-каркасний,2018,Нижній печерськ
2029900 грн,"вул. Маккейна, 35а",1 кімната,30 / 16 / 6 м²,поверх 2 з 5,хрущівка,цегляний будинок,1960,Нижній печерськ
3638500 грн,"бульв. Дружби Народів, 17а",3 кімнати,56 / 44 / 6 м²,поверх 4 з 5,сталінка,цегляний будинок,1963,Нижній печерськ
5362000 грн,"вул. Тютюнника, 37/1",1 кімната,50 / 19 / 16 м²,поверх 19 з 23,спец. проект,монолітно-каркасний,2014,Нижній печерськ
24224750 грн,"вул. Саперне Поле, 5",1 кімната,135 / 70 / 18.5 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,2019,Нижній печерськ
4787500 грн,"вул. Саперне Поле, 14/55",1 кімната,51.9 / 17 / 25 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
26044000 грн,"вул. Саперне Поле, 3",4 кімнати,155 / 90 / 40 м²,поверх 2 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
15128500 грн,"бульв. Українки, 30б",6 кімнат,240 / 170 / 30 м²,поверх 13 з 26,спец. проект,монолітно-каркасний,2005,Нижній печерськ
9192000 грн,"вул. Коновальця, 44а",2 кімнати,68.2 / 51.2 / 17 м²,поверх 6 з 26,спец. проект,монолітно-каркасний,2013,Нижній печерськ
2623550 грн,"вул. Маккейна, 22а",2 кімнати,47 / 29.6 / 7 м²,поверх 9 з 9,чеський проект,панельні,1973,Нижній печерськ
8923900 грн,"вул. Саперне Поле, 5а",1 кімната,56 / 22 / 18 м²,поверх 9 з 12,спец. проект,монолітно-каркасний,2017,Нижній печерськ
17235000 грн,"вул. Саперне Поле, 3",3 кімнати,90 / 70 / 20 м²,поверх 7 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
10149500 грн,"вул. Саперне Поле, 5а",2 кімнати,81 / 30 / 25 м²,поверх 8 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
30640000 грн,"вул. Саперне Поле, 3",7 кімнат,325 / 200 / 50 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
9958000 грн,"вул. Коновальця, 32г",4 кімнати,173 м²,поверх 19 з 24,спец. проект,монолітно-каркасний,2005,Нижній печерськ
8809000 грн,"вул. І. Павла ІІ, 11",3 кімнати,111 м²,поверх 23 з 24,спец. проект,монолітно-каркасний,2018,Нижній печерськ
8809000 грн,"вул. Саперне Поле, 3",2 кімнати,89 м²,поверх 6 з 14,спец. проект,монолітно-каркасний,2017,Нижній печерськ
7162100 грн,"вул. Тютюнника, 37/1",3 кімнати,105 м²,поверх 7 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
9192000 грн,"вул. Тютюнника, 37/1",3 кімнати,120 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
18958500 грн,"вул. Саперне Поле, 3",4 кімнати,127 / - / 40 м²,поверх 3 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
5323700 грн,"вул. Саперне Поле, 14/55",1 кімната,57.6 / - / 24 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
9958000 грн,"вул. Коновальця, 44а",3 кімнати,158 / - / 14 м²,поверх 3 з 22,спец. проект,монолітно-каркасний,2013,Нижній печерськ
5553500 грн,"вул. Коновальця, 44а",2 кімнати,71.5 / - / 20 м²,поверх 24 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
7162100 грн,"вул. Тютюнника, 37/1",3 кімнати,105 / - / 15 м²,поверх 7 з 22,спец. проект,монолітно-каркасний,2014,Нижній печерськ
5285400 грн,"вул. Саперне Поле, 14/55",1 кімната,47 / - / 13.2 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,2016,Нижній печерськ
9192000 грн,"вул. Тютюнника, 37/1",3 кімнати,118 / - / 14.4 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
7468500 грн,"вул. Тютюнника, 37/1",2 кімнати,78 / - / 18 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
20168780 грн,"вул. Саперне Поле, 3",3 кімнати,196 / - / 60 м²,поверх 5 з 13,спец. проект,монолітно-каркасний,2017,Нижній печерськ
8923900 грн,"вул. Саперне Поле, 3",1 кімната,58 / - / 22 м²,поверх 9 з 12,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6511000 грн,"вул. Коновальця, 44а",1 кімната,70 / - / 40 м²,поверх 18 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
6817400 грн,"вул. Тютюнника, 53",1 кімната,52 / - / 14 м²,поверх 7 з 16,спец. проект,монолітно-каркасний,2015,Нижній печерськ
10149500 грн,"вул. І. Павла ІІ, 11",2 кімнати,68 / - / 26 м²,поверх 14 з 33,спец. проект,монолітно-каркасний,2018,Нижній печерськ
8617500 грн,"вул. Саперне Поле, 14/55",2 кімнати,70 / - / 33 м²,поверх 22 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
5745000 грн,"вул. Тютюнника, 51/1а",2 кімнати,60 / - / 20 м²,поверх 7 з 12,спец. проект,монолітно-каркасний,2016,Нижній печерськ
5323700 грн,"вул. Саперне Поле, 14/55",1 кімната,57.6 / - / 24 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
5553500 грн,"вул. Коновальця, 44а",2 кімнати,71.5 / - / 20 м²,поверх 24 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
9834850 грн,"вул. Коновальця, 44а",2 кімнати,70 / - / 14 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2013,Нижній печерськ
5170500 грн,"вул. Миколи Раєвського, 34",2 кімнати,64 / - / 27 м²,поверх 5 з 5,сталінка,цегляний будинок,1940,Нижній печерськ
9575000 грн,"вул. Саперне Поле, 3",1 кімната,54 / - / 17.7 м²,поверх 5 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
28725000 грн,"вул. Саперне Поле, 3",3 кімнати,170 / - / 30 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
12256000 грн,"вул. Коновальця, 44а",3 кімнати,160 / - / 14 м²,поверх 5 з 25,спец. проект,монолітно-каркасний,2013,Нижній печерськ
9192000 грн,"вул. Тютюнника, 37/1",3 кімнати,118 / - / 14.4 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
26427000 грн,"вул. Саперне Поле, 3",5 кімнат,235 / - / 25 м²,поверх 10 з 11,спец. проект,монолітно-каркасний,2017,Нижній печерськ
25323960 грн,"вул. Саперне Поле, 3",4 кімнати,228 / - / 65 м²,поверх 4 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
22597000 грн,"вул. Коновальця, 36в",4 кімнати,235 / - / 18 м²,поверх 15 з 18,спец. проект,монолітно-каркасний,2011,Нижній печерськ
60372290 грн,"вул. Саперне Поле, 5а",5 кімнат,716 / - / 80 м²,поверх 9 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
8426000 грн,"вул. Тютюнника, 37/1",2 кімнати,58.5 / - / 10 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
9192000 грн,"вул. Коновальця, 44а",3 кімнати,141 / - / 25 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2013,Нижній печерськ
16086000 грн,"вул. Саперне Поле, 5а",3 кімнати,84 / - / 20 м²,поверх 2 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
19341500 грн,"вул. Саперне Поле, 5а",5 кімнат,187.4 / - / 40 м²,11-поверховий будинок,спец. проект,монолітно-каркасний,2017,Нижній печерськ
9575000 грн,"вул. Коновальця, 32г",3 кімнати,110 / - / 18 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2005,Нижній печерськ
13634800 грн,"вул. Саперне Поле, 5",3 кімнати,132 / - / 35 м²,поверх 11 з 12,спец. проект,монолітно-каркасний,2019,Нижній печерськ
9575000 грн,"вул. Саперне Поле, 3",2 кімнати,55 / - / 20 м²,поверх 4 з 14,спец. проект,монолітно-каркасний,2017,Нижній печерськ
22405500 грн,"вул. Саперне Поле, 3",4 кімнати,130 / - / 25 м²,поверх 12 з 14,спец. проект,монолітно-каркасний,2017,Нижній печерськ
21065000 грн,"вул. Коновальця, 26а",3 кімнати,135 / - / 18 м²,поверх 12 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
22941700 грн,"вул. Маккейна, 26",3 кімнати,122 / - / 11 м²,поверх 9 з 24,спец. проект,монолітно-каркасний,2017,Нижній печерськ
19916000 грн,"вул. Саперне Поле, 3",4 кімнати,125 / - / 24 м²,поверх 16 з 17,спец. проект,монолітно-каркасний,2017,Нижній печерськ
25323960 грн,"вул. Саперне Поле, 3",4 кімнати,228 / - / 65 м²,поверх 4 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
9192000 грн,"вул. Тютюнника, 37/1",2 кімнати,80 / - / 30 м²,поверх 19 з 21,спец. проект,монолітно-каркасний,2014,Нижній печерськ
22022500 грн,"вул. Саперне Поле, 3",3 кімнати,114.6 / - / 42 м²,поверх 5 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
16086000 грн,"вул. І. Павла ІІ, 6/1",3 кімнати,108 / - / 34 м²,поверх 9 з 24,спец. проект,монолітно-каркасний,2013,Нижній печерськ
15320000 грн,"вул. Саперне Поле, 5а",4 кімнати,131 / - / 40 м²,поверх 7 з 16,спец. проект,монолітно-каркасний,2017,Нижній печерськ
16545600 грн,"вул. Саперне Поле, 5",3 кімнати,144 / - / 35 м²,поверх 7 з 12,спец. проект,монолітно-каркасний,2019,Нижній печерськ
26044000 грн,"вул. Саперне Поле, 5",4 кімнати,160 / - / 35 м²,поверх 7 з 15,спец. проект,монолітно-каркасний,2019,Нижній печерськ
9575000 грн,"вул. Саперне Поле, 5",2 кімнати,67 / - / 25 м²,поверх 11 з 15,спец. проект,монолітно-каркасний,2019,Нижній печерськ
8809000 грн,"вул. І. Павла ІІ, 6/1",2 кімнати,65 / - / 20 м²,поверх 16 з 24,спец. проект,монолітно-каркасний,2013,Нижній печерськ
14937000 грн,"вул. Тютюнника, 37/1",4 кімнати,210 / - / 25 м²,поверх 3 з 24,спец. проект,монолітно-каркасний,2014,Нижній печерськ
26388700 грн,"вул. Коновальця, 26а",4 кімнати,204 / - / 75 м²,поверх 8 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
11107000 грн,"вул. Саперне Поле, 3",3 кімнати,112 / - / 24 м²,поверх 3 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
15320000 грн,"вул. І. Павла ІІ, 6/1",4 кімнати,175 / - / 45 м²,поверх 7 з 24,спец. проект,монолітно-каркасний,2013,Нижній печерськ
30640000 грн,"вул. Коновальця, 26а",4 кімнати,134 / - / 18 м²,поверх 17 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
9958000 грн,"вул. Коновальця, 44а",3 кімнати,158 / - / 14 м²,поверх 3 з 22,спец. проект,монолітно-каркасний,2013,Нижній печерськ
21065000 грн,"вул. Коновальця, 26а",2 кімнати,109 / - / 30 м²,поверх 6 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
20299000 грн,"вул. Коновальця, 34а",4 кімнати,131 / - / 20 м²,поверх 20 з 24,спец. проект,монолітно-каркасний,2018,Нижній печерськ
26427000 грн,"вул. Саперне Поле, 3",4 кімнати,235 / - / 40 м²,поверх 10 з 11,спец. проект,монолітно-каркасний,2017,Нижній печерськ
8043000 грн,"вул. Коновальця, 36в",2 кімнати,85 / - / 18 м²,поверх 6 з 24,спец. проект,монолітно-каркасний,2011,Нижній печерськ
27576000 грн,"вул. Саперне Поле, 5а",4 кімнати,135 / - / 20 м²,поверх 11 з 30,спец. проект,монолітно-каркасний,2017,Нижній печерськ
5507540 грн,"вул. Філатова, 2/1",1 кімната,43 / - / 14 м²,поверх 2 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
21065000 грн,"вул. Коновальця, 26а",3 кімнати,135 / - / 16 м²,поверх 10 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
9958000 грн,"вул. Маккейна, 26",3 кімнати,80 / - / 15 м²,поверх 15 з 23,спец. проект,монолітно-каркасний,2017,Нижній печерськ
5936500 грн,"вул. Коновальця, 44а",2 кімнати,51.2 / - / 16.5 м²,поверх 19 з 24,спец. проект,монолітно-каркасний,2013,Нижній печерськ
5515200 грн,"вул. Тютюнника, 37/1",1 кімната,72.1 / - / 12 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
16277500 грн,"вул. Коновальця, 36б",3 кімнати,186 / - / 21 м²,поверх 25 з 25,спец. проект,монолітно-каркасний,2003,Нижній печерськ
7656170 грн,"вул. Тютюнника, 37/1",1 кімната,57 / - / 22 м²,поверх 25 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
9498400 грн,"вул. Саперне Поле, 5а",2 кімнати,80 / - / 25 м²,поверх 8 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
8004700 грн,"вул. Коновальця, 44а",4 кімнати,145 / - / 20 м²,поверх 12 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
6319500 грн,"вул. Коновальця, 44а",2 кімнати,95 / - / 11 м²,поверх 12 з 20,спец. проект,монолітно-каркасний,2013,Нижній печерськ
15320000 грн,"вул. Саперне Поле, 6/1",4 кімнати,175 / - / 28 м²,поверх 7 з 16,спец. проект,монолітно-каркасний,2013,Нижній печерськ
16086000 грн,"вул. Саперне Поле, 5а",3 кімнати,89 / - / 14 м²,поверх 2 з 16,спец. проект,монолітно-каркасний,2017,Нижній печерськ
28725000 грн,"вул. Саперне Поле, 5",5 кімнат,163 / - / 44 м²,поверх 14 з 15,спец. проект,монолітно-каркасний,2019,Нижній печерськ
26044000 грн,"вул. Саперне Поле, 5",4 кімнати,154 / - / 50 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2019,Нижній печерськ
22214000 грн,"вул. Коновальця, 26а",2 кімнати,106 / - / 30 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
9766500 грн,"вул. Тютюнника, 37/1",2 кімнати,86 / - / 20 м²,поверх 5 з 24,спец. проект,монолітно-каркасний,2014,Нижній печерськ
22980000 грн,"вул. Тютюнника, 37/1",4 кімнати,185 / - / 42 м²,поверх 19 з 22,спец. проект,монолітно-каркасний,2014,Нижній печерськ
15320000 грн,"вул. Саперне Поле, 6/1",4 кімнати,175 / - / 30 м²,поверх 6 з 16,спец. проект,монолітно-каркасний,2013,Нижній печерськ
27982000 грн,"вул. Саперне Поле, 3",2 кімнати,147.2 / - / 50 м²,поверх 10 з 13,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6472700 грн,"вул. Тютюнника, 53",2 кімнати,49 / - / 18 м²,поверх 9 з 18,спец. проект,монолітно-каркасний,2015,Нижній печерськ
20299000 грн,"вул. Саперне Поле, 3",4 кімнати,160 / - / 30 м²,поверх 3 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
32555000 грн,"вул. Коновальця, 32а",5 кімнат,330 / - / 19 м²,поверх 17 з 18,спец. проект,монолітно-каркасний,2004,Нижній печерськ
3523600 грн,"вул. Тютюнника, 37/1",1 кімната,58 / - / 22 м²,поверх 4 з 24,спец. проект,монолітно-каркасний,2014,Нижній печерськ
16086000 грн,"вул. Саперне Поле, 5а",3 кімнати,84 / - / 25 м²,поверх 2 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
8809000 грн,"бульв. Українки, 30б",3 кімнати,120 / - / 34 м²,поверх 11 з 25,спец. проект,монолітно-каркасний,2005,Нижній печерськ
2681000 грн,"бульв. Українки, 30",2 кімнати,46 / - / 7 м²,поверх 3 з 5,сталінка,цегляний будинок,1958,Нижній печерськ
5170500 грн,"вул. Миколи Раєвського, 34",2 кімнати,64 / - / 27 м²,поверх 5 з 5,сталінка,цегляний будинок,1940,Нижній печерськ
21065000 грн,"вул. Коновальця, 26а",5 кімнат,206 / - / 36 м²,поверх 6 з 25,спец. проект,монолітно-каркасний,2015,Нижній печерськ
30601700 грн,"вул. Коновальця, 32б",5 кімнат,298 / - / 25 м²,поверх 17 з 18,спец. проект,монолітно-каркасний,2006,Нижній печерськ
5626270 грн,"вул. Коновальця, 34а",2 кімнати,55 / - / 27 м²,поверх 8 з 23,спец. проект,монолітно-каркасний,2018,Нижній печерськ
6511000 грн,"вул. Філатова, 2/1",1 кімната,55 / - / 16 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
16086000 грн,"вул. Тютюнника, 37/1",3 кімнати,130 / - / 17 м²,поверх 14 з 25,спец. проект,монолітно-каркасний,2014,Нижній печерськ
15894500 грн,"вул. Саперне Поле, 5",3 кімнати,86 / - / 25 м²,поверх 2 з 18,спец. проект,монолітно-каркасний,2019,Нижній печерськ
22980000 грн,"вул. Саперне Поле, 3",3 кімнати,126 / - / 25 м²,поверх 4 з 10,спец. проект,монолітно-каркасний,2017,Нижній печерськ
24895000 грн,"вул. Саперне Поле, 5а",4 кімнати,197 / - / 43.3 м²,поверх 10 з 11,спец. проект,монолітно-каркасний,2017,Нижній печерськ
16086000 грн,"вул. Саперне Поле, 3",3 кімнати,83 / - / 20 м²,поверх 9 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
15886840 грн,"вул. Саперне Поле, 5а",3 кімнати,122 / - / 45 м²,поверх 7 з 14,спец. проект,монолітно-каркасний,2017,Нижній печерськ
5745000 грн,"вул. І. Павла ІІ, 7",3 кімнати,72 / - / 8 м²,поверх 2 з 5,сталінка,цегляний будинок,1959,Нижній печерськ
22022500 грн,"вул. Саперне Поле, 3",4 кімнати,129 / - / 16 м²,поверх 5 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
21065000 грн,"вул. Саперне Поле, 3",3 кімнати,119 / - / 20 м²,поверх 6 з 15,спец. проект,монолітно-каркасний,2017,Нижній печерськ
6702500 грн,"вул. Коновальця, 34а",1 кімната,55 / - / 28 м²,поверх 18 з 24,спец. проект,монолітно-каркасний,2018,Нижній печерськ
4940700 грн,"вул. Маккейна, 37",3 кімнати,64.2 / - / 7 м²,поверх 4 з 5,сталінка,цегляний будинок,1958,Нижній печерськ
21065000 грн,"вул. Саперне Поле, 3",3 кімнати,120 / - / 16 м²,поверх 2 з 18,спец. проект,монолітно-каркасний,2017,Нижній печерськ
3102300 грн,"вул. Саперне Поле, 45",3 кімнати,60 / - / 7 м²,поверх 6 з 9,чеський проект,панельні,1974,Нижній печерськ
9958000 грн,"вул. Коновальця, 44а",2 кімнати,70 / - / 15 м²,поверх 20 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
4787500 грн,"вул. Саперне Поле, 14/55",1 кімната,51.9 / - / 18 м²,поверх 26 з 26,спец. проект,монолітно-каркасний,2016,Нижній печерськ
15128500 грн,"бульв. Українки, 30б",5 кімнат,240 / - / 50 м²,поверх 13 з 26,спец. проект,монолітно-каркасний,2005,Нижній печерськ
10915500 грн,"вул. Маккейна, 26",2 кімнати,95 / - / 20 м²,поверх 10 з 21,спец. проект,монолітно-каркасний,2017,Нижній печерськ
4596000 грн,"вул. Тютюнника, 37/1",1 кімната,54 / - / 14 м²,поверх 14 з 21,спец. проект,монолітно-каркасний,2014,Нижній печерськ
4596000 грн,"вул. Тютюнника, 37/1",1 кімната,60.2 / - / 17 м²,поверх 17 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
4902400 грн,"вул. Тютюнника, 37/1",1 кімната,57 / - / 15.2 м²,поверх 3 з 26,спец. проект,монолітно-каркасний,2014,Нижній печерськ
9192000 грн,"вул. Коновальця, 44а",3 кімнати,140 / - / 17 м²,поверх 13 з 25,спец. проект,монолітно-каркасний,2013,Нижній печерськ
4940700 грн,"вул. Маккейна, 37",3 кімнати,64.2 / - / 6.8 м²,поверх 4 з 5,сталінка,цегляний будинок,1958,Нижній печерськ
9958000 грн,"вул. Коновальця, 32г",4 кімнати,173 / - / 17 м²,поверх 19 з 26,спец. проект,монолітно-каркасний,2005,Нижній печерськ
21065000 грн,"вул. Саперне Поле, 5",3 кімнати,127 / - / 30 м²,поверх 7 з 11,спец. проект,монолітно-каркасний,2019,Нижній печерськ
15128500 грн,"вул. Саперне Поле, 3",3 кімнати,92 / - / 25 м²,поверх 5 з 16,спец. проект,монолітно-каркасний,2017,Нижній печерськ
2757600 грн,"бульв. Дружби Народів, 25",3 кімнати,53.3 / - / 5.2 м²,поверх 1 з 5,хрущівка,панельні,1959,Нижній печерськ
28725000 грн,"вул. Саперне Поле, 5",5 кімнат,186 / - / 25 м²,поверх 4 з 16,спец. проект,монолітно-каркасний,2019,Нижній печерськ
9958000 грн,"вул. Маккейна, 26",3 кімнати,80 / - / 15 м²,поверх 15 з 23,спец. проект,монолітно-каркасний,2017,Нижній печерськ
8043000 грн,"вул. Коновальця, 44а",3 кімнати,94 / - / 40 м²,поверх 12 з 27,спец. проект,монолітно-каркасний,2013,Нижній печерськ
