price_main,title,rooms,area,floor,building_type,materials,year,district
8426000 грн,"вул. Васильківська, 18",3 кімнати,95 / - / 11 м²,поверх 15 з 15,спец. проект,монолітно-каркасний,2002,Голосіїво
11451700 грн,"вул. Максимовича, 32а",5 кімнат,220 / - / 28 м²,поверх 15 з 16,спец. проект,монолітно-каркасний,2021,Голосіїво
18767000 грн,"вул. Ломоносова, 71д",3 кімнати,180 / - / 45 м²,поверх 15 з 16,спец. проект,монолітно-каркасний,2014,Голосіїво
2451200 грн,"вул. Максимовича, 26",1 кімната,41.2 / - / 14 м²,поверх 11 з 21,спец. проект,цегляний будинок,2018,Голосіїво
2336300 грн,"вул. Максимовича, 26",1 кімната,41.2 / - / 14 м²,поверх 2 з 21,спец. проект,цегляний будинок,2018,Голосіїво
6300350 грн,"вул. Максимовича, 3д",3 кімнати,135 / - / 20 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2017,Голосіїво
2635806 грн,"вул. Максимовича, 26",1 кімната,41 / - / 15 м²,поверх 13 з 21,спец. проект,цегляний будинок,2018,Голосіїво
2890080 грн,"вул. Максимовича, 32а",1 кімната,51 / - / 17.3 м²,поверх 8 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
4787500 грн,"вул. Ломоносова, 36а",3 кімнати,82 / - / 25 м²,поверх 24 з 25,спец. проект,панельні,2015,Голосіїво
10953800 грн,"вул. Героїв Оборони, 10а",4 кімнати,161.5 / - / 20 м²,поверх 8 з 25,спец. проект,монолітно-каркасний,2008,Голосіїво
10724000 грн,"вул. Ломоносова, 71г",3 кімнати,180 / - / 30 м²,поверх 11 з 19,спец. проект,монолітно-каркасний,2013,Голосіїво
1072400 грн,"вул. Сєченова, 5",1 кімната,25 / - / 5 м²,поверх 2 з 5,хрущівка,цегляний будинок,1962,Голосіїво
2681000 грн,"вул. Ломоносова, 36а",1 кімната,35 / - / 8 м²,поверх 26 з 26,спец. проект,панельні,2015,Голосіїво
6319500 грн,"вул. Максимовича, 3д",3 кімнати,135 / - / 20 м²,поверх 24 з 25,спец. проект,монолітно-каркасний,2017,Голосіїво
5553500 грн,"вул. Максимовича, 32а",3 кімнати,106 / - / 19 м²,поверх 6 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
7277000 грн,"вул. Максимовича, 3г",4 кімнати,126 / - / 15 м²,поверх 15 з 22,спец. проект,монолітно-каркасний,2012,Голосіїво
9575000 грн,"вул. Ломоносова, 73г",3 кімнати,114 / - / 40 м²,поверх 5 з 13,спец. проект,монолітно-каркасний,2010,Голосіїво
4787500 грн,"вул. Максимовича, 9б",2 кімнати,63 / - / 12.3 м²,поверх 16 з 22,серія КТ,утеплена панель,2012,Голосіїво
10341000 грн,"вул. Ломоносова, 75а",3 кімнати,155 / - / 32 м²,поверх 10 з 19,спец. проект,монолітно-каркасний,2010,Голосіїво
15894500 грн,"вул. Ломоносова, 75а",4 кімнати,163 / - / 15 м²,поверх 12 з 19,спец. проект,монолітно-каркасний,2010,Голосіїво
2566100 грн,"вул. Бурмистенка, 9/10",2 кімнати,59 / - / 9 м²,поверх 5 з 5,сталінка,цегляний будинок,1960,Голосіїво
2662233 грн,"вул. Максимовича, 26",1 кімната,41 / - / 15 м²,поверх 19 з 19,спец. проект,цегляний будинок,2018,Голосіїво
1924958 грн,"вул. Максимовича, 26",1 кімната,28 / - / 5 м²,поверх 9 з 21,спец. проект,цегляний будинок,2018,Голосіїво
9192000 грн,"вул. Максимовича, 3г",2 кімнати,89 / - / 16 м²,поверх 22 з 23,спец. проект,монолітно-каркасний,2012,Голосіїво
2566100 грн,"вул. Максимовича, 26",1 кімната,39 / - / 17 м²,поверх 9 з 19,спец. проект,цегляний будинок,2018,Голосіїво
3906600 грн,"вул. Максимовича, 32а",2 кімнати,73 / - / 18.3 м²,поверх 18 з 24,спец. проект,монолітно-каркасний,2021,Голосіїво
11490000 грн,"вул. Ломоносова, 71г",5 кімнат,170 / - / 21 м²,поверх 8 з 17,спец. проект,монолітно-каркасний,2013,Голосіїво
4596000 грн,"вул. Максимовича, 32а",3 кімнати,98 / - / 19 м²,поверх 23 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
4596000 грн,"вул. Максимовича, 32а",3 кімнати,98 / - / 19 м²,поверх 23 з 24,спец. проект,монолітно-каркасний,2021,Голосіїво
3944900 грн,вул. Максимовича,1 кімната,41 / - / 19 м²,поверх 10 з 16,спец. проект,панельні,2021,Голосіїво
3676800 грн,"вул. Максимовича, 26",2 кімнати,60 / - / 16 м²,поверх 21 з 21,спец. проект,цегляний будинок,2018,Голосіїво
6511000 грн,"вул. Максимовича, 32а",3 кімнати,98 / - / 16 м²,поверх 23 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
8043000 грн,"вул. Васильківська, 100а",3 кімнати,59 / - / 7 м²,поверх 5 з 24,спец. проект,цегляний будинок,2019,Голосіїво
3906562 грн,"вул. Максимовича, 32а",1 кімната,52.1 / - / 17.8 м²,поверх 6 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
4404500 грн,"вул. Максимовича, 26",1 кімната,41 / - / 15 м²,поверх 8 з 21,спец. проект,цегляний будинок,2018,Голосіїво
3455426 грн,"вул. Максимовича, 26",2 кімнати,60.31 / - / 15.75 м²,поверх 10 з 21,спец. проект,цегляний будинок,2018,Голосіїво
4155550 грн,"вул. Максимовича, 28б",1 кімната,43.4 / - / 5 м²,поверх 5 з 16,спец. проект,панельні,2018,Голосіїво
2485670 грн,"вул. Ломоносова, 22/15",1 кімната,38 / - / 9 м²,поверх 1 з 5,сталінка,цегляний будинок,1959,Голосіїво
4979000 грн,вул. Максимовича,2 кімнати,60 / - / 15 м²,поверх 2 з 19,спец. проект,панельні,2021,Голосіїво
2412900 грн,"Коломийський пров., 11",2 кімнати,45 / - / 6 м²,поверх 5 з 5,хрущівка,цегляний будинок,1964,Голосіїво
9000500 грн,"вул. Ломоносова, 71б",3 кімнати,84 / - / 21 м²,поверх 10 з 10,спец. проект,монолітно-каркасний,2017,Голосіїво
4174700 грн,"вул. Максимовича, 28б",1 кімната,41 / - / 21 м²,поверх 9 з 16,спец. проект,панельні,2018,Голосіїво
4213000 грн,"вул. Максимовича, 32а",1 кімната,51.7 / - / 17.3 м²,поверх 9 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
6599090 грн,"вул. Максимовича, 32а",3 кімнати,97.9 / - / 19 м²,поверх 14 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
2528566 грн,"вул. Максимовича, 26",1 кімната,41 / - / 15 м²,поверх 18 з 21,спец. проект,цегляний будинок,2018,Голосіїво
2834200 грн,"вул. Васильківська, 100а",1 кімната,30 / - / 12 м²,поверх 9 з 25,спец. проект,цегляний будинок,2019,Голосіїво
5344000 грн,"вул. Максимовича, 32а",3 кімнати,102 / - / 18.8 м²,23-поверховий будинок,спец. проект,монолітно-каркасний,2021,Голосіїво
6319500 грн,"вул. Максимовича, 26",2 кімнати,61 / - / 12 м²,поверх 17 з 19,спец. проект,цегляний будинок,2018,Голосіїво
2374600 грн,"вул. Васильківська, 55",3 кімнати,50 / - / 6.3 м²,поверх 3 з 5,хрущівка,панельні,1962,Голосіїво
4239330 грн,"вул. Максимовича, 32а",2 кімнати,74 / - / 17.27 м²,поверх 18 з 22,спец. проект,монолітно-каркасний,2021,Голосіїво
4787500 грн,"вул. Максимовича, 9б",2 кімнати,63 / - / 12 м²,поверх 16 з 25,серія КТ,утеплена панель,2012,Голосіїво
2872500 грн,"вул. Васильківська, 100а",1 кімната,30 / - / 12 м²,поверх 11 з 24,спец. проект,цегляний будинок,2019,Голосіїво
6511000 грн,"вул. Володі Дубініна, 2а",3 кімнати,93.39 / - / 13 м²,поверх 24 з 26,спец. проект,монолітно-каркасний,2018,Голосіїво
4979000 грн,"вул. Максимовича, 32а",2 кімнати,52 / - / 15 м²,поверх 5 з 23,спец. проект,монолітно-каркасний,2021,Голосіїво
3358527 грн,"вул. Максимовича, 26",2 кімнати,60 / - / 16 м²,поверх 2 з 21,спец. проект,цегляний будинок,2018,Голосіїво
6319500 грн,"вул. Максимовича, 3г",2 кімнати,81 / - / 13 м²,поверх 8 з 20,спец. проект,монолітно-каркасний,2012,Голосіїво
4979000 грн,"вул. Максимовича, 3г",2 кімнати,80 / - / 20 м²,поверх 17 з 23,спец. проект,монолітно-каркасний,2012,Голосіїво
2839350 грн,"вул. Васильківська, 100а",1 кімната,30 / - / 12 м²,поверх 11 з 25,спец. проект,цегляний будинок,2019,Голосіїво
2587548 грн,"вул. Максимовича, 26",1 кімната,41 / - / 15 м²,поверх 20 з 21,спец. проект,цегляний будинок,2018,Голосіїво
